kode_prov;prov;kode_kabkot;kabkot;kode_kec;kec;kode_desa;desa;klas;kode_bs4;nks;jumlah_ruta;kode_sls;nama_sls
71;SULAWESI UTARA           ;06;MINAHASA UTARA            ;060;WORI                           ;011;LANSA                                       ;2;002B;100129;111;000400; JAGA IV
71;SULAWESI UTARA           ;06;MINAHASA UTARA            ;060;WORI                           ;011;LANSA                                       ;2;002B;100129;111;000500; JAGA V                                                                                                                                                                                                                             
71;SULAWESI UTARA           ;06;MINAHASA UTARA            ;070;LIKUPANG BARAT                 ;009;SEREY                                       ;2;005B;100173;70;000100; JAGA 1                                                                                                                                                                                                                                               
71;SULAWESI UTARA           ;06;MINAHASA UTARA            ;080;LIKUPANG TIMUR                 ;008;SARAWET                                     ;2;002B;100206;114;000200; JAGA II
71;SULAWESI UTARA           ;06;MINAHASA UTARA            ;080;LIKUPANG TIMUR                 ;008;SARAWET                                     ;2;002B;100206;114;000300; JAGA III                                                                                                                                                                                                                           
71;SULAWESI UTARA           ;06;MINAHASA UTARA            ;080;LIKUPANG TIMUR                 ;009;LIKUPANG DUA                                ;1;006B;150443;77;000600; JAGA VI                                                                                                                                                                                                                                              
71;SULAWESI UTARA           ;06;MINAHASA UTARA            ;080;LIKUPANG TIMUR                 ;012;MAEN                                        ;2;004B;100215;99;000500; JAGA V
71;SULAWESI UTARA           ;06;MINAHASA UTARA            ;080;LIKUPANG TIMUR                 ;012;MAEN                                        ;2;004B;100215;99;000600; JAGA VI                                                                                                                                                                                                                             
71;SULAWESI UTARA           ;07;BOLAANG MONGONDOW UTARA   ;010;SANGKUB                        ;007;BUSISINGO                                   ;2;005B;100014;66;000300; DUSUN 3                                                                                                                                                                                                                                              
71;SULAWESI UTARA           ;07;BOLAANG MONGONDOW UTARA   ;010;SANGKUB                        ;011;SANGKUB IV                                  ;1;003B;150012;77;000200; DUSUN 2                                                                                                                                                                                                                                              
71;SULAWESI UTARA           ;07;BOLAANG MONGONDOW UTARA   ;020;BINTAUNA                       ;004;BUNIA                                       ;2;002B;100040;108;000300; DUSUN 3
71;SULAWESI UTARA           ;07;BOLAANG MONGONDOW UTARA   ;020;BINTAUNA                       ;004;BUNIA                                       ;2;002B;100040;108;000400; DUSUN 4                                                                                                                                                                                                                            
71;SULAWESI UTARA           ;07;BOLAANG MONGONDOW UTARA   ;020;BINTAUNA                       ;014;BUNONG                                      ;2;004B;100057;77;000400; DUSUN 4                                                                                                                                                                                                                                              
71;SULAWESI UTARA           ;07;BOLAANG MONGONDOW UTARA   ;030;BOLANG ITANG TIMUR             ;007;BOHABAK II                                  ;2;002B;100084;59;000100; DUSUN 1
71;SULAWESI UTARA           ;07;BOLAANG MONGONDOW UTARA   ;030;BOLANG ITANG TIMUR             ;007;BOHABAK II                                  ;2;002B;100084;59;000200; DUSUN 2                                                                                                                                                                                                                            
71;SULAWESI UTARA           ;07;BOLAANG MONGONDOW UTARA   ;030;BOLANG ITANG TIMUR             ;015;BIONTONG I                                  ;2;004B;100106;58;000100; DUSUN 1                                                                                                                                                                                                                                              
71;SULAWESI UTARA           ;07;BOLAANG MONGONDOW UTARA   ;040;BOLANG ITANG BARAT             ;001;PAKU                                        ;2;004B;100126;58;000100; DUSUN 1                                                                                                                                                                                                                                              
71;SULAWESI UTARA           ;07;BOLAANG MONGONDOW UTARA   ;040;BOLANG ITANG BARAT             ;007;TOTE                                        ;2;003B;100147;62;000100; DUSUN 1                                                                                                                                                                                                                                              
71;SULAWESI UTARA           ;07;BOLAANG MONGONDOW UTARA   ;050;KAIDIPANG                      ;008;PONTAK                                      ;2;001B;100166;117;000200; DUSUN 2
71;SULAWESI UTARA           ;07;BOLAANG MONGONDOW UTARA   ;050;KAIDIPANG                      ;008;PONTAK                                      ;2;001B;100166;117;000300; DUSUN 3                                                                                                                                                                                                                            
71;SULAWESI UTARA           ;07;BOLAANG MONGONDOW UTARA   ;060;PINOGALUMAN                    ;007;BUKO SELATAN                                ;2;001B;100183;70;000200; DUSUN 2                                                                                                                                                                                                                                              
71;SULAWESI UTARA           ;07;BOLAANG MONGONDOW UTARA   ;060;PINOGALUMAN                    ;017;DALAPULI TIMUR                              ;2;003B;100205;77;000100; DUSUN 1
71;SULAWESI UTARA           ;07;BOLAANG MONGONDOW UTARA   ;060;PINOGALUMAN                    ;017;DALAPULI TIMUR                              ;2;003B;100205;77;000200; DUSUN 2                                                                                                                                                                                                                            
71;SULAWESI UTARA           ;08;SIAU TAGULANDANG BIARO    ;020;TAGULANDANG SELATAN            ;002;KISIHANG                                    ;2;004B;100016;79;000400; LINDONGAN 4                                                                                                                                                                                                                                          
71;SULAWESI UTARA           ;08;SIAU TAGULANDANG BIARO    ;030;TAGULANDANG                    ;022;BALEHUMARA                                  ;1;005B;150012;134;000100; RT 01 LINGKUNGAN 1
71;SULAWESI UTARA           ;08;SIAU TAGULANDANG BIARO    ;030;TAGULANDANG                    ;022;BALEHUMARA                                  ;1;005B;150012;134;000200; RT 02 LINGKUNGAN 1
71;SULAWESI UTARA           ;08;SIAU TAGULANDANG BIARO    ;030;TAGULANDANG                    ;022;BALEHUMARA                                  ;1;005B;150012;134;000300; RT 01 LINGKUNGAN 2                                                                                                                                                                         
71;SULAWESI UTARA           ;08;SIAU TAGULANDANG BIARO    ;030;TAGULANDANG                    ;028;BARANGKAA PEHE                              ;2;001B;100041;49;000300; LINDONGAN 3                                                                                                                                                                                                                                          
71;SULAWESI UTARA           ;08;SIAU TAGULANDANG BIARO    ;050;SIAU BARAT SELATAN             ;001;TANAKI                                      ;2;002B;100057;55;000200; LINDONGAN 2                                                                                                                                                                                                                                          
71;SULAWESI UTARA           ;08;SIAU TAGULANDANG BIARO    ;060;SIAU TIMUR SELATAN             ;004;BIAU                                        ;2;001B;100077;123;000100; LINDONGAN 1
71;SULAWESI UTARA           ;08;SIAU TAGULANDANG BIARO    ;060;SIAU TIMUR SELATAN             ;004;BIAU                                        ;2;001B;100077;123;000200; LINDONGAN 2
71;SULAWESI UTARA           ;08;SIAU TAGULANDANG BIARO    ;060;SIAU TIMUR SELATAN             ;004;BIAU                                        ;2;001B;100077;123;000300; LINDONGAN 3                                                                                                                                                                                              
71;SULAWESI UTARA           ;08;SIAU TAGULANDANG BIARO    ;060;SIAU TIMUR SELATAN             ;008;MALA                                        ;2;001B;100086;103;000100; LINDONGAN 1
71;SULAWESI UTARA           ;08;SIAU TAGULANDANG BIARO    ;060;SIAU TIMUR SELATAN             ;008;MALA                                        ;2;001B;100086;103;000200; LINDONGAN 2
71;SULAWESI UTARA           ;08;SIAU TAGULANDANG BIARO    ;060;SIAU TIMUR SELATAN             ;008;MALA                                        ;2;001B;100086;103;000500; LINDONGAN 5                                                                                                                                                                                              
71;SULAWESI UTARA           ;08;SIAU TAGULANDANG BIARO    ;060;SIAU TIMUR SELATAN             ;009;BINALU                                      ;2;002B;100089;52;000200; LINDONGAN 2                                                                                                                                                                                                                                          
71;SULAWESI UTARA           ;08;SIAU TAGULANDANG BIARO    ;080;SIAU TENGAH                    ;002;SALILI                                      ;2;001B;100113;127;000100; LINDONGAN 1
71;SULAWESI UTARA           ;08;SIAU TAGULANDANG BIARO    ;080;SIAU TENGAH                    ;002;SALILI                                      ;2;001B;100113;127;000200; LINDONGAN 2
71;SULAWESI UTARA           ;08;SIAU TAGULANDANG BIARO    ;080;SIAU TENGAH                    ;002;SALILI                                      ;2;001B;100113;127;000300; LINDONGAN 3                                                                                                                                                                                              
71;SULAWESI UTARA           ;08;SIAU TAGULANDANG BIARO    ;090;SIAU TIMUR                     ;009;BAHU                                        ;1;004B;150028;75;000200; RT 2 LINGKUNGAN 1
71;SULAWESI UTARA           ;08;SIAU TAGULANDANG BIARO    ;090;SIAU TIMUR                     ;009;BAHU                                        ;1;004B;150028;75;000400; RT 2 LINGKUNGAN 2
71;SULAWESI UTARA           ;08;SIAU TAGULANDANG BIARO    ;090;SIAU TIMUR                     ;009;BAHU                                        ;1;004B;150028;75;001200; RT 1 LINGKUNGAN 7                                                                                                                                                                            
71;SULAWESI UTARA           ;08;SIAU TAGULANDANG BIARO    ;090;SIAU TIMUR                     ;012;TARORANE                                    ;1;006B;150046;104;000500; RT 1 LINGKUNGAN 2
71;SULAWESI UTARA           ;08;SIAU TAGULANDANG BIARO    ;090;SIAU TIMUR                     ;012;TARORANE                                    ;1;006B;150046;104;000600; RT 2 LINGKUNGAN 2
71;SULAWESI UTARA           ;08;SIAU TAGULANDANG BIARO    ;090;SIAU TIMUR                     ;012;TARORANE                                    ;1;006B;150046;104;000900; RT 1 LINGKUNGAN 3
71;SULAWESI UTARA           ;08;SIAU TAGULANDANG BIARO    ;090;SIAU TIMUR                     ;012;TARORANE                                    ;1;006B;150046;104;001000; RT 2 LINGKUNGAN 3                                                                                                                                                
71;SULAWESI UTARA           ;08;SIAU TAGULANDANG BIARO    ;100;SIAU BARAT UTARA               ;007;MINI                                        ;2;001B;100146;105;000100; LINDONGAN 1
71;SULAWESI UTARA           ;08;SIAU TAGULANDANG BIARO    ;100;SIAU BARAT UTARA               ;007;MINI                                        ;2;001B;100146;105;000200; LINDONGAN 2                                                                                                                                                                                                                    
71;SULAWESI UTARA           ;09;MINAHASA TENGGARA         ;010;RATATOTOK                      ;009;BASAAN SATU                                 ;2;002B;100018;91;000200; JAGA 002
71;SULAWESI UTARA           ;09;MINAHASA TENGGARA         ;010;RATATOTOK                      ;009;BASAAN SATU                                 ;2;002B;100018;91;000300; JAGA 003                                                                                                                                                                                                                          
71;SULAWESI UTARA           ;09;MINAHASA TENGGARA         ;020;PUSOMAEN                       ;013;TUMBAK MADANI                               ;2;002B;100057;74;000300; JAGA 3
71;SULAWESI UTARA           ;09;MINAHASA TENGGARA         ;020;PUSOMAEN                       ;013;TUMBAK MADANI                               ;2;002B;100057;74;000400; JAGA 4                                                                                                                                                                                                                              
71;SULAWESI UTARA           ;09;MINAHASA TENGGARA         ;030;BELANG                         ;024;WATULINEY TENGAH                            ;2;003B;100104;37;000300; JAGA 3                                                                                                                                                                                                                                               
